,title,body,URL
23,Overdue super guarantee payment,"Why you should pay super guarantee on time as an employer and what to do if you do not pay by the due date.
If you do not pay an employee's minimum super guarantee amount on time and to the right fund, you must:
lodge a super guarantee charge (SGC) statement to us
pay the SGC to us.
The SGC is:
more than the super you would have otherwise paid
not tax deductible.
The due date for SGC payment and lodging the statement is one calendar month after the super guarantee due date.
Due date for SGC payment and lodgment


Quarter

Super guarantee payment due date

SGC payment and statement due date



1 July to 30 September

28 October

28 November



1 October to 31 December

28 January

28 February



1 January to 31 March

28 April

28 May



1 April to 30 June

28 July

28 August
For due dates that fall on a weekend or public holiday, you can make the payment and lodge the SGC statement on the next business day.
If you miss making a super guarantee payment on time and to the right fund, meet your legal obligations by:
lodging an SGC statement by the due date
paying the SGC to us.
The SGC is made up of:
super guarantee shortfall including
super calculated on salary and wages (including any overtime)
any choice liability, based on the shortfall and capped at $500



 
nominal interest of 10% per annum (accrues from the start of the relevant quarter)
an administration fee of $20 per employee, per quarter.
The easiest option to work out the SGC is to use the Super guarantee charge (SGC) statement.
There are 3 ways to lodge your SGC statement:
Complete the SGC statement spreadsheet and lodge using ATO online services.
Use the SGC calculator in ATO online services for individualsExternal Link or businessExternal Link – it will ask you questions and
work out if you need to pay the SGC for your employees and how much you need to pay
electronically lodge your SGC statement with us



 
Use the super guarantee charge statement and calculator tool – there are some things to know about this option
We don't recommend it as there is a higher chance for mistakes and it takes much longer to process.
If you decide to use it, it can help you work out if you need to pay the SGC for your employees, how much you need to pay, and it can create a PDF version of the SGC statement.
If you are a WPN holder without an ABN, enter 70707070707 into the ABN section to complete the SGC statement. Include a cover note quoting your WPN as a reference when you mail the completed statement.
Mail the statement to:
Australian Taxation OfficePO Box 3578ALBURY  NSW  2640
To pay your SGC you need a payment reference number (PRN).
If you have an SGC-related notice or payment slip from us for the same ABN or WPN, use that PRN to pay us.
In Online services for business and Online services for individuals, the PRN can be found at the:
print option on the SGC lodgment summary screen
accounts summary screen
payment screens for BPAY or Other payment methods.
If you need a new PRN, phone 1800 815 886 between 8:00 am and 6:00 pm, Monday to Friday. Make sure you have your ABN or WPN and contact details with you when you call.
When you have your PRN, you can pay us the SGC.
Pay the SGC
Super payment due dates occur quarterly. To avoid paying the SGC, you must pay on time.
If you cannot pay by the due date, you still need to lodge the SGC statement on time.
When you lodge on time, you can access our support services and get help with paying. If you cannot pay in full, but you lodge by the due date, you may be able to set-up a payment plan to pay in instalments.
If you miss a due date, interest for paying super will accrue until you lodge your SGC statement. Nominal interest is part of the SGC and, by law, cannot be reduced or waived.
We prioritise the collection of unpaid SGC debts. We will work with you to address outstanding amounts. If you do not engage with us we will take stronger action which can include additional penalties.
If an employee reports you for unpaid super, we will start an investigation on their behalf. We will keep them informed of the investigation and the progress of our debt recovery actions.
If we find or reasonably suspect that you have not met your obligations, we may inform all your affected employees and any former employees.
Why you should pay super guarantee on time as an employer and what to do if you do not pay by the due date.",https://www.ato.gov.au/Business/Super-for-employers/missed-and-late-super-guarantee-payments/the-super-guarantee-charge/overdue-super-guarantee-payment/
24,Super guarantee – annual employer compliance results,"This data provides annual statistics for ATO compliance activities and employer actions to meet their SG obligations.
We have released our first annual statistical results for employer obligations relating to superannuation guarantee (SG) compliance and obligations.
These results provide key statistics and analysis for SG employer obligations, including ATO compliance actions undertaken for the 2021-22 financial year.
You can download a printable version in portable document format: Link to infographicThis link will download a file.
Definitions of terms we use when explaining our compliance activities and employer SG obligations.
Super guarantee – Super guarantee (SG) is the minimum amount you must pay to avoid the super guarantee charge. Super guarantee is currently 10.5% of an employee’s ordinary time earnings.
Super guarantee charge – The super guarantee charge (SGC) applies when you don’t pay the minimum amount of super guarantee (SG) for your eligible employees to the correct fund by the due date.
Part 7 penalties – You are liable for a Part 7 penalty if you lodge your SGC statement late, or fail to provide a statement or information when requested during an audit.
Highlights of the 2021–22 financial year include the following.
Employers are paying more than 94% of the SG they are required to, without intervention from us.
A total of $1,059 million in superannuation guarantee charge (SGC) liabilities was raised through SG voluntary disclosures and ATO compliance action. This includes the total amount of $1,125m raised from ATO compliance actions and employer disclosures of unpaid super, less adjustments for amendments and objections.
The ATO distributed $645.4 million of super entitlements to individuals or super fund accounts. This includes SG amounts collected for liabilities raised arising from employee complaints, ATO initiated compliance activities and employer voluntary disclosures.
The ATO finalised approximately 17,300 SG cases, resulting in around $550 million SGC liabilities and $215 million in part 7 penalties raised.
15,200 of those reviews were because of employee notification complaints raising $495 million in SGC liabilities.
2,100 of those reviews were because of other ATO initiated reviews raising $55 million in SGC liabilities.


 
Around 30,800 employers came forward to make a voluntary disclosure of unpaid super, resulting in around $360 million in SGC liabilities being raised.
Approximately 891,000 employers are reporting super obligations through Single Touch Payroll, employing approximately 13.6 million employees.
The ATO received 19,600 employee complaints of unpaid super. Not all employee complaints received require action to be undertaken.
Some are resolved through other ATO actions including:
complaints where super entitlements have been met and the employee withdraws their compliant
the ATO has already raised an assessment against the employer for late or unpaid superannuation
the employer has already lodged an SGC statement to correct their obligations, or
duplicate notifications received from employees added to an existing case for an employer.
Table 6: Employee complaints of unpaid super


Employee complaints of unpaid super

Number



Total received

19,600



Total cases completed

15,200



SGC raised

$495m



Part 7 penalties raised

$210m



Amount paid to funds

$129m
Table 7: ATO initiated cases for unpaid super


ATO initiated cases for unpaid super

Number



Total cases completed

2,100



SGC raised

$55m



Part 7 penalties raised

$5m



Amount paid to funds

$28m
Table 8: Employer disclosures of unpaid super


Employer disclosures of unpaid super

Number



Number of employers who voluntarily advised of unpaid super

30,800



SGC raised

$360m



Amount paid to funds

$228m
Total collectable debt on our books as of 30 June 2022 is $1,867 million.
$65 million SGC debt subject to objection or appeal.
$1,167 million SGC debt subject to insolvency.
Of this:
$229 million collectable debt is part of payment plans.
$712 million SGC debt is less than 12 months old.
This data provides annual statistics for ATO compliance activities and employer actions to meet their SG obligations.",https://www.ato.gov.au/Business/Super-for-employers/super-guarantee---annual-employer-compliance-results/
25,Reportable employer super contribution types,"Employers should know the type of super contribution made on behalf of employees to determine if contributions are reportable or non-reportable.
are reportable super contributions under individual contracts. This is because the employee directly influenced the terms of the agreement
are not reportable under collectively negotiated industrial agreements. This is the case, even though it's triggered by an employee choice.
Example: matching contribution triggered by collective agreement
Rodger's employer is required under an industrial agreement to make an additional employer contribution for Rodger's benefit.
The agreement allows Rodger to elect to contribute 0%, 5% or 8% of his salary as a personal after-tax contribution.
His employer is required to contribute 9.5%, 11.5% or 13% respectively, based on Rodger's election under the industrial agreement.
Rodger elects to contribute 8% as a personal after-tax contribution. His employer contributes 13% super as the employer contribution.
None of the amounts the employer contributes are reportable employer super contributions. This is because the additional employer contributions are required under industrial agreement.
Additionally, none of Rodger's personal after-tax super contributions are reportable employer super contributions. This is because they are already included in Rodger's assessable income.
Summary

Under an industrial agreement, Rodger's employer makes additional employer contributions for Rodger's benefit.
None of the amounts the employer contributes are reportable employer super contributions.
None of Roger's personal after-tax super contributions are reportable employer super contributions.

End of example

Example: matching contributions triggered by an individual agreement
Charlotte negotiated an individual common law employment contract with her employer.
Under the contract, if she elects to make 5% personal super contributions her employer would match them with a 2% contribution. This is in addition to the amount her employer already contributes for Charlotte to comply with super guarantee obligations.
Charlotte decides to make a 5% after-tax contribution to super. This personal contribution is not a reportable employer super contribution because it's part of Charlotte's assessable income.
However, the additional 2% employer super contribution is reportable. This is because Charlotte had the capacity to influence the terms of the contract requiring her employer to make the additional contribution.
End of example
Employer super contributions to a defined benefit fund for employees with defined benefit interests are not reportable.
This is because the amount you must contribute for defined benefit members is decided by the fund's actuary, not your employee.
Extra contributions are reportable if your employee:
asks you to make extra contributions to their fund account from their pre-tax income
has an accumulation account in the defined benefit fund (or any other fund).
Example: contributions to a defined benefit fund
Indira works for a large company and is a member of a defined benefit super fund. The company makes contributions to the fund according to the fund rules. These employer contributions are worked out by the fund's actuary.
Indira has no influence over, or choice about, this amount. Therefore, it is not a reportable employer super contribution.
Indira can choose to contribute up to 5% extra from her pre-tax income and decides to do so. The extra contribution goes into her account within the defined benefit fund. This extra amount is a reportable employer super contribution and must be reported on Indira's payment summary or through STP. If reported through STP, the extra amount it included on the income statement.
End of example
Super contributions made by your employee from their after-tax (net) income are not reportable employer super contributions. These are considered the employee's personal super contributions. This is the case even if you deduct the amounts from your employee's take-home pay and forward the amount to their super fund on their behalf.
Example: contributions from after-tax income

Jo asks her employer to pay $50 a fortnight to her super fund from her after-tax pay.
Although Jo has directly influenced the amount of super paid on her behalf, the additional $50 is not a reportable employer super contribution because it comes from Jo's after-tax income.
The $50 payments are Jo's personal (member) contributions and are part of her assessable income.

End of example
Employers should know the type of super contribution made on behalf of employees to determine if contributions are reportable or non-reportable.",https://www.ato.gov.au/Business/Super-for-employers/setting-up-super-for-your-business/identify-reportable-employer-super-contributions/reportable-employer-super-contribution-types/
26,Provide employees' TFNs to their super funds,"When an employee gives you their tax file number (TFN), you must give it to their super fund.
For a new employee, provide their TFN to their super fund more than 14 days before you make their first super contribution.
For an existing employee, provide their TFN to their super fund within 14 days of receiving it.
Super funds need your employee's TFN so that:
the super fund can accept personal contributions from the employee
the employee will not pay extra tax on super
the employee can find all their super accounts.
If a current employee has not given you a TFN declaration since 1 July 2007, they can complete the Authority to provide your tax file number to your super fund form.
If you use a third party to manage your payroll or a clearing house to distribute super contributions, ensure your contract allows them to share TFNs with the super funds.
If you, or a third party you use, do not give your employee's TFN to their fund, you will be penalised.
If an employee gives you their TFN you must give it to their super fund within 14 days. You will be penalised if you don't.",https://www.ato.gov.au/Business/Super-for-employers/setting-up-super-for-your-business/provide-employees--tfns-to-their-super-funds/
27,Super for sole traders and partnerships,"If you're self-employed as a sole trader or in a partnership, you don't have to pay super guarantee for yourself.
You can choose to make personal super contributions to save for your retirement.
Make sure your super fund has your tax file number (TFN). If not:
contributions are taxed an additional 34%
your fund can't accept personal contributions
you may miss out on a super co-contribution, if eligible
it will be harder to keep track of your super.
You can choose to make personal super contributions from your after-tax income. For example, you can contribute directly from your bank account to your super fund.
Most people can claim a tax deduction for personal super contributions until they turn 75 years old.
Contributions you make may attract extra tax if they exceed the contribution cap for that year.
You may also be eligible for the super co-contribution, which helps eligible low-to-middle income earners save for their retirement.
If you're eligible and you make personal super contributions, the government will match your contribution up to certain limits. You don't have to apply. We will work out your co-contributions when you lodge your tax return.
If you claim a tax deduction for your personal super contribution, it's not eligible for a co-contribution.
If you're self-employed as a sole trader or in a partnership, you don't have to pay super guarantee for yourself but you can make personal super contributions.",https://www.ato.gov.au/Business/Super-for-employers/work-out-if-you-have-to-pay-super/super-for-sole-traders-and-partnerships/
28,Offer employees a choice of super fund,"Employers must offer eligible employees a choice of super fund and a standard super choice form.
Your employee is eligible to choose their super fund if they are:
employed under a federal award
employed under a notional agreement preserving state award (NAPSA)
employed under an award or industrial agreement that does not need super contributions
employed under an enterprise agreement or workplace determination made on or after 1 January 2021
not employed under any state award or industrial agreement – this includes contractors that are eligible employees for super purposes.
Existing eligible employees can change their choice of fund as often as they like. However, you only have to accept a new choice from them once in any 12-month period.
Your employee is not eligible to choose their super fund if:
their super fund undergoes a merger or acquisition
they're on a temporary working visa.
However, your employee has the right to ask you for a Standard choice form.
If you're not sure what award or industrial agreement covers your employee:
visit the Fair Work websiteExternal Link
phone the workplace relations department in your state or territory
check with your employer association.
You must provide eligible employees a Superannuation standard choice form within 28 days of their start date.
You must also provide one if:
your employee asks for one
you can't contribute to their chosen fund or it's no longer a complying fund
you change the employer-nominated fund into which you pay the employee's contributions.
You must provide your employee with details of your nominated default super fund. On the Standard choice form, this information goes in section C.
You don't have to use the form, but any alternative document must cover the same information. Your software provider should follow the ATO data specificationsExternal Link for the Superannuation standard choice form, which outlines which fields in the form are mandatory to be replicated in software.
Employees can complete pre-filled standard choice forms through ATO online services linked to myGovExternal Link. They will need to print out the summary of their choice and give it you.
You can give your employees information about choosing a fund, such as:
why they need to choose a super fund
the process of choosing a super fund
your obligations to pay super guarantee and provide a default fund
how they nominate their chosen fund.
You cannot provide recommendations or advice about super to your employees, unless you are licensed by the Australian Securities & Investments Commission (ASIC) to provide financial advice.
Examples of recommendations or advice include:
which super fund employees should choose
their level of super contributions
consolidating their super.
For more information on how you can communicate to your employees about superannuation choices without breaking the law, visit ASIC’s Communicating with employees about choice of superannuation fund: What you can and cannot doExternal Link.
If your employee would like further information about how they can find their super fund details and complete the choice form, encourage them to visit Getting your super started.
You must keep a copy of the completed form or ATO online printed summary for 5 years.
Your records must show:
how much super guarantee (SG) you paid for each employee and how it was calculated
that you offered each eligible employee a choice of super fund
details of employees who are not eligible for choice.
You do not need to send a copy of these records to us or to your employee's chosen super fund.
Once an employee tells you their choice of super fund, you have 2 months to start paying contributions into that fund. If you have received a choice of form from a new employee from 1 November 2021, and you must contribute before this time, if you don’t pay to the employee's choice fund, you should pay into their stapled super fund or your employer nominated account if the ATO advises you that they do not have a stapled super fund.
You may be penalised if you don't:
offer your eligible employees a choice of fund
pay their super to their chosen fund.
For employees who start before 1 November 2021, you must pay super to your employer-nominated fund (default fund) or another fund that meets the choice of fund rules by the due date, if your employees have not:
or cannot choose their own fund
provided information about their choice of fund by the time their super guarantee contributions are due.
From 1 November 2021, if you have new employees start you may have an extra step to take if they don’t choose a super fund. You may now need to request their ‘stapled super fund’ details from us.
A stapled super fund is an existing super account which is linked, or 'stapled', to an individual employee so that it follows them as they change jobs.
You will also need to request stapled super fund details for employees who aren't eligible to choose their own fund, including:
temporary residents
those covered by an enterprise agreement or workplace determination made before 1 January 2021.
You can pay into your default fund, or another fund that meets the choice of fund rules if:
your employee doesn’t choose a super fund
for new employees from 1 November 2021, we have advised you that they don’t have a stapled super fund.
Ask ATO CommunityExternal Link – our online community-driven forum
Contact us
Employers must offer eligible employees a choice of super fund and a standard super choice form.",https://www.ato.gov.au/Business/Super-for-employers/setting-up-super-for-your-business/offer-employees-a-choice-of-super-fund/
29,Select your default super fund,"As an employer, you must select a default super fund that you will pay your employee's super into if they:
Have not chosen a fund, and
do not have a stapled super fund.
Most employees can choose a super fund or they will have a stapled super fund.
You must have a nominated (default) super fund and pay your employees super into this fund if:
your employees do not choose a fund, or are not eligible to choose one, and
we advise you that your employees do not have a stapled super fund.
You don’t need to offer a choice of super fund to some employees, but you may still need to request their stapled super fund details before paying to your default fund.
This includes employees that are:
temporary residents
covered by an enterprise agreement or workplace determination made before 1 January 2021.
You give your employees the details of this fund in section C of the Standard choice form.
The super fund you nominate must:
be a complying fund (one that meets specific requirements and obligations under super law)
be registered by the Australian Prudential Regulation Authority (APRA) and offer a MySuper product (these are cost-effective superannuation products with a basic set of features).
To confirm that a fund meets these requirements, you can:
contact the fund
check Superfund LookupExternal Link (our register of complying super funds).
Ensure you keep records confirming that your nominated fund offers a MySuper product.
It is illegal for a super fund to give benefits to employers as an incentive to use them as their default fund.
Example of incentives include:
corporate hospitality
free or discounted holidays
discounted rates on products or services.
If you think a fund is offering incentives to join, you can report it to ASICExternal Link.
However, it is not illegal for a super fund to give benefits to your employees as an incentive for them to choose their fund. These could include financial literacy seminars or preferential death benefits.
Next step
Offer your employees a choice of fund
As an employer you must select a default nominated super fund that you will pay your employee's super into if they haven't chosen a fund and do not have a stapled super fund.",https://www.ato.gov.au/Business/Super-for-employers/setting-up-super-for-your-business/select-your-default-super-fund/
30,Super for employees working overseas – certificate of coverage,"Employers must pay super guarantee (SG) contributions for Australian employees working temporarily overseas. You can apply to us for a certificate of coverage, so you don't have to pay super in the other country as well.
Australia has bilateral social security agreements with some countries, allowing you to apply for a certificate of coverage. With this certificate, you don't have to pay super (or equivalent) in the other country.
It exempts Australian employers from their super obligations in the country where their employee is temporarily working. Australian employers must continue to pay SG contributions in Australia.
The certificate exempts non-Australian employers from paying super in Australia. We may ask to see a copy of the certificate. Without it, non-Australian employers must pay super in Australia (unless they meet an exemption).
Example: Australian employee working in the United States
Simone is an Australian resident working for one year in the United States (US). Under US law, Simone and her Australian employer must pay compulsory social security (covering super) contributions.
Simone's employer must also pay SG contributions for her in Australia.
The bilateral agreement between Australia and the US means that Simone's employer doesn't need to pay US social security contributions.
To receive the US exemption, Simone's employer must request a certificate of coverage from the ATO.
Her employer must continue to pay SG contributions in Australia.
End of example

Example: United States employee working in Australia
Mac is a US resident working temporarily in Australia. A certificate of coverage issued by the US allows his employer to pay contributions solely under the US system.
With the certificate, Mac's employer is exempt from paying super under Australia's SG law.
End of example
By applying for a certificate of coverage for your employee, you're declaring that you will:
continue to make the required Australian SG contributions on behalf of your employee. These contributions must be made while your employee is working overseas
keep records of the super paid on behalf of your employee.
We share information about certificates of coverage with authorities in the country your employee is working in.
If you fail to meet the above requirements, we will cancel the certificate and notify the relevant foreign authorities. A cancellation means that you or your employee will not be exempt from the super (or equivalent) obligations in the other country. This cancellation will apply for the period of the certificate. If you fail to pay super in Australia, you are liable to pay the SG charge to the ATO.
If you pay SG contributions to your employee's self-managed super fund (SMSF), you should ask your employee to check their SMSF management arrangements before they leave Australia.
Employees travelling overseas need to check their SMSF maintains its complying Australian super fund status. If the SMSF is no longer a complying fund, you must pay SG contributions for your employee to another fund the employee has nominated as their chosen fund. If the employee has not chosen another fund use your default fund.
Before you apply for a certificate of coverage, check the countries Australia has a bilateral social security agreement with.
Apply for the certificate of coverage before your employee leaves Australia.
We'll generally assess your application within 28 days. If your application is approved, a certificate of coverage will be issued to the nominated postal address within your application.
For employers:
Sign in to Online services for business.
Select Lodgments.
Select Reports and forms.
Select Certificate of coverage request form.
Forms can be saved and resumed within 7 days. After this period, the form will no longer be available.
For tax professionals:
Sign in to Online services for agentsExternal Link.
Select Lodgment.
Select Client forms.
Select Certificate of coverage request form.
Keep a record of this certificate as government authorities in the other country may require a copy. Give the original certificate to your employee to take with them overseas.
You can lodge an amendment to a submitted application providing it meets the specific terms of the agreement with the partner country.
For employers:
Sign in to the Online services for business.
Select Lodgments.
Select Reports and forms.
Select Certificate of coverage request form.
Select History.
Select Submitted forms.
Select Edit next to the form you want to amend.
For agents:
Sign in to Online services for agentsExternal Link.
Select Lodgments.
Select Client forms.
Select Certificate of coverage request form.
Under History select Edit.
You can request an extension beyond the maximum period of coverage (see the rules of each international agreementExternal Link).
The maximum extension period is determined on a case-by-case basis. We only grant extensions when there is mutual agreement with the relevant agency in the other country.
To request an extension, you need to:
Write to us explaining the reasons for the extension. Attach an official signed copy on your company letterhead.
Attach the written request to the online form under the documentation tab
Provide supporting documents giving reasons for the extension and include:
employee name
your previous certificate of coverage reference number
extended secondment date (dd/mm/yy).
A recent transfer of data has increased the number of processed requests under the View previous request tab. We've made every effort to migrate all previous requests. However, this is not possible in all instances.
End of example
If you've applied for or received a certificate of coverage and the employee is no longer required to travel, you must provide the details of cancellation. You can do this by contacting us:
Email superannuationbilateralagreements@ato.gov.au
Write to:Superannuation Bilateral AgreementsAustralian Taxation OfficeGPO Box 9977ADELAIDE  SA  5001AUSTRALIA
Troubleshooting
Email superannuationbilateralagreements@ato.gov.au
Employers must pay super for Australian employees working temporarily overseas. Apply for a certificate of coverage to avoid paying super in another country.",https://www.ato.gov.au/Business/Super-for-employers/work-out-if-you-have-to-pay-super/super-for-employees-working-overseas---certificate-of-coverage/
31,Super for long-distance drivers,"How to calculate super guarantee (SG) and ordinary time earnings for long-distance drivers.
There are 3 ways to calculate super for long-distance drivers. Ordinary time earnings (OTE) is defined the same as for other employees.
For drivers covered by the Road Transport (Long Distance Operations) Award 2020, ordinary hours of work are 38 hours per week. In some cases, ordinary hours may be determined as an average of up to 28 consecutive days.
Employers should seek advice if they are unsure on how to calculate the ordinary time earnings for their employees when multiple methods are involved in determining the ordinary hours earning base for super You can calculate super guarantee (SG) for long-distance drivers using one of 3 methods:
minimum-guaranteed-wage method – you can't use this method if the driver's wages are more than the minimum under one of the other 2 methods
hourly-driving-rate method
cents-per-kilometre method.
The examples below are based on the award. Employers should seek advice if the terms of their enterprise agreement vary from that of the award.
Example: minimum-guaranteed-wage method
Marge is a long-distance driver, Grade 6, working under the Road Transport (Long Distance Operations) Award 2020. The award stipulates a minimum guaranteed wage payment of $864.10 per week, regardless of how long Marge actually drives.
As Marge receives only this minimum payment under the award, during the July–September quarter of the 2022–23 financial year, her employer calculates her OTE using that amount:
Super guarantee:
= OTE × SG rate
= $864.10 × 10.5%
= $90.73 per week
End of example

Example: hourly-driving-rate method
Sean is a long-distance driver, Grade 6, working under the Road Transport (Long Distance Operations) Award 2021. He is paid under the hourly-driving-rate method.
The hourly driving rate of $33.70 for full-time employees includes 2 components:

an industry disability allowance of 1.3 times a base rate
an overtime allowance of 1.2 times a base rate.

Although the hourly rate includes a component referred to as an overtime allowance, the allowance is not deducted from the total when calculating OTE because the whole hourly driving rate is paid for what are defined to be ordinary hours of work (except where the hours worked exceed 38 hours).
Sean has worked his ordinary hours of 38 hours in each of the last 3 weeks of August 2022. He works 50 hours in the first week of September 2022.
Super guarantee for each of the weeks:
= OTE × SG rate
= ordinary hours × hourly rate × SG rate
= 38 hours (as defined in the award) × $33.70 × 10.5%
= $134.46
End of example

Example: casual employee using hourly-driving-rate method
Rosie is a long-distance driver, Grade 6, working under the Road Transport (Long Distance Operations) Award 2020. She is a casual employee and paid under the hourly-driving-rate method.
The hourly driving rate for full-time employees is $33.70. Casual employees are paid an additional 15%. The rate includes 2 components:

an industry disability allowance of 1.3 times a base rate
an overtime allowance of 1.2 times a base rate.

Although the hourly rate includes a component referred to as an overtime allowance, the allowance is not deducted from the total when calculating OTE because the whole hourly driving rate is paid for what are defined to be ordinary hours of work (except where the hours worked exceed 38 hours).
Rosie has worked her ordinary hours of 38 hours in the first 3 weeks of July 2022 and 45 hours in the last week of July.
Super guarantee for each of the 4 weeks:
= OTE × SG rate
= ordinary hours × hourly rate × SG rate
= 38 hours (as defined in the award) × $38.75 ($33.70 + 15%) × 10.5%
= $154.61
End of example

Example: cents-per-kilometre method
Jack, a Grade 6 long distance driver, travelled from Melbourne to Darwin during July 2022 via the Stuart/Western Highway (3,749 km) and was paid using the cents-per-kilometre method under the Road Transport (Long Distance Operations) Award 2020. The minimum cents per kilometre rate for a full-time employee is 44.93c/km.
Jack received 44.93c/km × 3,749km = $1,684.42.
As this amount exceeds the minimum guaranteed payment stipulated in the award, Jack's employer uses his ordinary hours to work out his OTE.
For the purposes of simplicity, the ATO allows for the cents-per-kilometre rate to be applied to the kilometres driven during ‘ordinary hours of work’ based on an average driving speed of 75 kilometres per hour.
Therefore, a reasonable method of calculating the distance travelled during ordinary hours of work would be:
38 hours × 75 km = 2,850 km
The calculation to determine the minimum amount of SG required is therefore:
Super guarantee:
= OTE × SG rate
= c/km × 2,850 km × SG rate
= 44.93c/km × 2,850 km × 10.5%
= $134.45
End of example
How to calculate super guarantee (SG) and ordinary time earnings for long-distance drivers.",https://www.ato.gov.au/Business/Super-for-employers/paying-super-contributions/how-much-super-to-pay/list-of-payments-that-are-ordinary-time-earnings/super-for-long-distance-drivers/
32,Clearing house terms and conditions,"The Australian Taxation Office (ATO) provides the Small Business Superannuation Clearing House (SBSCH) service. It is a free online service that helps eligible Australian small businesses and eligible withholding payer number (WPN) holders to meet their super guarantee (SG) obligations. You can send your employees’ super contributions to a single destination – the SBSCH – which distributes them to the employees’ nominated super funds.
The following terms and conditions apply to the use of the SBSCH service:
You must register with the SBSCH to use the service.
Australian small businesses, or WPN holders, with 19 or fewer employees, or with an annual aggregated turnover of less than $10 million, are eligible to use the SBSCH service. You must be eligible to use the SBSCH service
at the time you register to use the service
each time you use the service.









 
Access to the SBSCH is through the ATO’s online services (Online services for business and Online services for agents). You are responsible for establishing and maintaining access to these services.
You are responsible for the actions of persons using your access to the SBSCH service.
Access and use of the SBSCH service is monitored. The SBSCH may suspend or revoke a user’s access to the service at any time if it considers it appropriate to do so.
Information provided to the SBSCH is treated in accordance with the Privacy Act 1988. The Clearing house privacy page describes how the SBSCH intends to use and disclose the information collected by it. You should provide the employee privacy note to your employees whose information you provide to the SBSCH.
You are responsible for ensuring that the information you provide to the SBSCH is accurate. The SBSCH is not responsible for errors or issues that result from incorrect information provided by you.
The SBSCH will, as your agent and in accordance with your payment instructions
send the employee super contribution payments to the nominated super funds
send the corresponding payment details (or make that information available) to those nominated super funds.









 
If you pay the correct super guarantee contribution amount on or before the relevant payment due date, your super guarantee obligation is discharged at the time of payment to the SBSCH, where the SBSCH accepts the payment.
The SBSCH agrees to accept your payment if
the SBSCH has received the payment and it has not been dishonoured
you have provided payment instructions that correspond to that amount
the payment instructions are correct insofar that a super fund can receive and allocate the payment for the benefit of your employee.









 
If you make a payment to the SBSCH without a payment instruction, we will retain the payment for no more than seven (7) business days. If you do not lodge the payment instruction within that time the payment will be returned to you. If the payment we return to you includes a super guarantee amount, you will be liable for the super guarantee charge if the super guarantee amount has not been subsequently paid to, and accepted by, the SBSCH or otherwise contributed before the relevant super guarantee payment date.
If you make a payment with payment instructions that are incorrect insofar that a super fund is unable to receive and allocate the payment for the benefit of your employee, we will contact you and request you correct the payment instruction.If you correct the payment instructions so the super fund can receive and allocate the payment for the benefit of your employee, the SBSCH will accept your payment in accordance with paragraph 10 and your super guarantee obligation is still discharged on the date you made the payment to the SBSCH.In situations where we have not accepted payment due to incorrect payment instructions and have not received corrected payment instructions, we may refund the payment to you. If the payment we return to you includes a super guarantee amount, you will be liable for the super guarantee charge if the super guarantee amount has not been subsequently paid to, and accepted by, the SBSCH or otherwise contributed before the relevant super guarantee payment date.
The SBSCH may provide your details to super funds to assist in the resolution of problems relating to contributions to those super funds.
You can make payments to the SBSCH by BPAY®, credit card or direct credit. You must use the reference number provided by the SBSCH. If using BPAY, you must also use the Biller Code provided by the SBSCH.
While designed as a 24/7 service, the availability of the SBSCH service, and your access to it, is not guaranteed. Functionality is also contingent on services provided by telecommunication bodies and other external factors beyond our control.
Changes to the SBSCH service (and system) may be made at any time. Where possible, updates or changes will be scheduled to occur outside high volume periods (for example super guarantee processing periods). The SBSCH will endeavour to keep you informed and keep changes to a minimum.
The SBSCH will communicate clearing house updates to you by our website. We will also email you directly about matters relating your use of the SBSCH. You are responsible for accessing the notices and information provided to you.
The SBSCH can only be used in accordance with these terms and conditions. The terms and conditions that will apply are those when the payment is made. Each time you access and use the SBSCH signifies your acceptance of the terms of use.
To the extent permitted by law, the SBSCH is not liable for any claim, loss, liability or expense that you may incur as a result of your use or failure of the SBSCH services.
All references in these terms of use to the SBSCH include references to the Australian Government, the Australian Taxation Office and other Commonwealth bodies from time to time responsible for its management.
These terms and conditions are governed by, and are to be construed in accordance with, the laws for the time being in force in the Australian Capital Territory.
Note:
The timing of employer deductions for contributions through the clearing house is discussed in Practical Compliance Guideline (PCG) 2020/6 Timing of income tax deductions for superannuation contributions made through the Small Business Superannuation Clearing House - ATO compliance approach has now been finalised and published.
Terms of use for employers using the Small Business Superannuation Clearing House (SBSCH).",https://www.ato.gov.au/Business/Super-for-employers/paying-super-contributions/how-to-pay-super/small-business-superannuation-clearing-house/clearing-house-terms-and-conditions/
